lat_bin,lon_bin,time_bin,count,total_magnitude,max_magnitude
79,106,64,1,4.40,4.40
79,106,100,1,4.40,4.40
79,107,80,1,4.50,4.50
79,109,86,1,4.90,4.90
79,166,30,3,15.50,5.50
79,166,102,1,4.70,4.70
79,201,54,1,4.30,4.30
79,206,54,1,4.40,4.40
79,214,99,1,4.50,4.50
79,221,72,1,4.40,4.40
79,221,100,1,4.30,4.30
79,245,98,1,4.40,4.40
79,246,7,1,4.50,4.50
79,246,37,1,4.60,4.60
79,246,58,1,4.60,4.60
79,246,98,1,4.30,4.30
79,246,105,1,4.40,4.40
79,246,109,1,4.60,4.60
79,267,95,1,4.30,4.30
79,271,91,1,4.50,4.50
79,287,56,1,4.50,4.50
79,287,77,1,4.10,4.10
79,288,83,1,4.40,4.40
79,289,39,1,4.10,4.10
79,289,47,1,4.60,4.60
79,289,48,1,4.90,4.90
79,290,2,1,4.40,4.40
79,290,28,1,4.30,4.30
79,290,40,1,4.10,4.10
79,290,41,2,8.50,4.40
79,291,40,1,4.10,4.10
79,291,59,1,5.10,5.10
79,291,60,1,4.10,4.10
79,291,70,1,4.50,4.50
79,291,101,2,9.50,5.00
79,291,103,1,4.40,4.40
79,291,113,1,4.20,4.20
79,292,119,1,4.90,4.90
79,293,3,1,4.30,4.30
79,293,16,1,4.70,4.70
79,293,17,1,4.30,4.30
79,293,42,1,4.10,4.10
79,293,47,1,4.40,4.40
79,293,49,1,4.60,4.60
79,293,53,1,4.80,4.80
79,293,55,4,19.40,5.90
79,293,56,2,9.00,4.80
79,293,57,1,4.50,4.50
79,293,58,1,4.60,4.60
79,293,62,1,4.20,4.20
79,293,63,2,8.60,4.40
79,293,64,1,5.20,5.20
79,293,65,1,4.60,4.60
79,293,66,2,9.20,4.70
79,293,68,2,8.80,4.50
79,293,71,1,4.40,4.40
79,293,79,1,4.60,4.60
79,293,81,1,4.70,4.70
79,293,83,1,4.40,4.40
79,293,94,2,8.90,4.90
79,293,111,1,4.40,4.40
79,294,7,1,4.60,4.60
79,294,34,1,4.80,4.80
79,294,86,1,4.00,4.00
79,295,41,1,4.50,4.50
79,295,55,1,4.30,4.30
79,295,60,1,4.30,4.30
79,295,61,1,4.40,4.40
79,295,98,1,5.00,5.00
79,296,5,1,5.40,5.40
79,296,17,1,4.40,4.40
79,296,37,1,4.70,4.70
79,296,41,2,8.80,4.40
79,296,45,1,4.50,4.50
79,296,83,1,4.40,4.40
79,296,87,1,5.10,5.10
79,296,109,1,4.20,4.20
79,297,5,2,9.50,5.40
79,297,18,1,4.70,4.70
79,297,29,2,9.30,4.80
79,297,87,1,4.10,4.10
79,298,15,1,4.30,4.30
79,298,31,1,4.90,4.90
79,298,53,1,4.30,4.30
79,298,56,4,17.60,4.60
79,298,71,1,4.70,4.70
79,298,74,3,14.10,5.00
79,298,83,1,4.30,4.30
79,298,84,1,4.90,4.90
79,298,85,1,4.40,4.40
79,298,91,1,4.10,4.10
79,298,99,1,4.50,4.50
79,298,101,1,4.40,4.40
79,299,10,1,4.50,4.50
79,299,52,1,4.50,4.50
79,299,68,1,4.00,4.00
79,299,70,1,4.30,4.30
79,299,82,1,4.90,4.90
79,299,90,1,4.60,4.60
79,300,25,4,18.50,4.90
79,300,33,1,4.30,4.30
79,300,36,1,4.30,4.30
79,300,68,1,4.40,4.40
79,300,73,1,4.20,4.20
79,300,85,7,30.40,4.60
79,300,86,1,4.30,4.30
79,300,89,1,4.00,4.00
79,300,90,2,9.20,4.90
79,300,102,1,4.40,4.40
79,301,2,1,4.10,4.10
79,301,6,1,4.30,4.30
79,301,7,1,4.10,4.10
79,301,35,1,4.40,4.40
79,301,51,1,4.10,4.10
79,301,68,1,4.50,4.50
79,302,29,1,5.00,5.00
79,302,56,1,4.20,4.20
79,302,83,1,4.30,4.30
79,302,102,1,4.20,4.20
79,303,0,2,8.80,4.50
79,303,11,1,4.40,4.40
79,303,23,1,4.60,4.60
79,303,31,1,4.20,4.20
79,303,36,1,4.50,4.50
79,303,37,1,4.40,4.40
79,303,52,1,4.30,4.30
79,303,54,3,13.90,5.10
79,303,66,1,4.20,4.20
79,303,69,1,4.20,4.20
79,303,83,1,6.10,6.10
79,303,84,1,4.60,4.60
79,303,89,3,13.50,4.90
79,303,94,1,4.20,4.20
79,303,106,1,5.20,5.20
79,303,108,1,4.40,4.40
79,304,11,1,5.00,5.00
79,304,29,1,4.20,4.20
79,304,35,1,4.50,4.50
79,304,42,1,4.30,4.30
79,304,50,4,16.50,4.30
79,304,51,1,4.10,4.10
79,304,56,1,4.20,4.20
79,304,66,1,4.60,4.60
79,304,92,1,4.40,4.40
79,306,0,1,4.60,4.60
79,331,4,1,4.60,4.60
79,333,5,6,27.20,4.80
79,333,8,1,4.50,4.50
79,333,38,1,4.60,4.60
79,333,39,3,13.50,4.60
79,339,54,8,35.50,4.80
79,339,88,1,4.60,4.60
79,340,11,2,8.60,4.30
79,340,15,1,4.00,4.00
79,340,35,2,9.50,4.90
79,340,43,1,4.40,4.40
79,340,47,1,4.40,4.40
79,340,50,1,4.50,4.50
79,340,54,1,4.40,4.40
79,340,62,1,4.60,4.60
79,340,72,1,4.90,4.90
79,340,76,1,4.30,4.30
79,340,80,1,4.50,4.50
79,340,81,1,4.90,4.90
79,340,93,1,4.40,4.40
79,340,96,1,4.50,4.50
79,340,98,1,5.10,5.10
79,340,114,1,4.50,4.50
79,341,1,1,4.40,4.40
79,341,2,1,4.00,4.00
79,341,3,1,4.50,4.50
79,341,5,2,8.90,4.60
79,341,6,1,4.50,4.50
79,341,7,1,4.50,4.50
79,341,8,1,4.50,4.50
79,341,9,1,4.40,4.40
79,341,11,5,24.10,5.20
79,341,12,2,9.40,5.20
79,341,13,1,4.20,4.20
79,341,14,3,13.90,5.30
79,341,16,1,4.10,4.10
79,341,17,1,4.40,4.40
79,341,19,1,4.70,4.70
79,341,21,1,4.20,4.20
79,341,22,1,4.20,4.20
79,341,23,3,12.70,4.40
79,341,24,6,27.70,5.30
79,341,25,3,12.90,4.40
79,341,27,1,4.40,4.40
79,341,28,1,4.30,4.30
79,341,30,1,4.00,4.00
79,341,31,1,4.30,4.30
79,341,32,3,13.00,4.50
79,341,33,1,4.40,4.40
79,341,37,2,9.40,5.20
79,341,39,2,8.70,4.50
79,341,40,1,4.40,4.40
79,341,41,3,13.60,4.60
79,341,43,1,4.40,4.40
79,341,46,2,8.60,4.40
79,341,47,3,12.90,4.40
79,341,48,2,8.80,4.60
79,341,51,2,9.50,4.90
79,341,52,1,5.00,5.00
79,341,54,1,4.00,4.00
79,341,55,2,8.90,4.50
79,341,58,1,4.50,4.50
79,341,59,2,8.30,4.20
79,341,61,1,5.50,5.50
79,341,62,1,4.50,4.50
79,341,65,1,4.20,4.20
79,341,67,3,12.60,4.30
79,341,68,1,4.50,4.50
79,341,69,3,15.20,6.10
79,341,70,3,14.40,5.60
79,341,71,3,13.30,4.60
79,341,72,4,17.50,4.50
79,341,73,2,8.60,4.40
79,341,74,1,4.40,4.40
79,341,76,2,9.20,5.00
79,341,79,2,9.40,5.10
79,341,80,3,14.10,4.90
79,341,81,1,4.60,4.60
79,341,83,2,9.70,5.50
79,341,84,2,8.90,4.60
79,341,88,1,4.00,4.00
79,341,93,1,5.20,5.20
79,341,94,1,4.20,4.20
79,341,95,3,13.80,5.00
79,341,96,3,13.40,4.90
79,341,97,3,14.40,5.80
79,341,98,2,8.60,4.30
79,341,99,1,4.80,4.80
79,341,100,1,4.50,4.50
79,341,104,1,4.30,4.30
79,341,105,1,4.10,4.10
79,341,106,1,4.40,4.40
79,341,109,1,4.50,4.50
79,341,111,2,9.00,4.90
79,341,114,1,4.10,4.10
79,341,118,2,8.30,4.20
79,341,119,1,4.20,4.20
79,342,6,1,4.20,4.20
79,342,9,1,4.90,4.90
79,342,13,1,4.60,4.60
79,342,18,3,13.50,4.50
79,342,20,1,4.70,4.70
79,342,21,1,4.60,4.60
79,342,22,1,4.30,4.30
79,342,45,1,5.10,5.10
79,342,49,2,9.10,4.60
79,342,93,1,4.30,4.30
79,342,97,1,4.10,4.10
79,342,99,1,4.60,4.60
79,342,100,1,4.70,4.70
79,342,119,1,5.10,5.10
79,343,26,1,4.70,4.70
79,343,33,1,4.40,4.40
79,343,37,1,4.20,4.20
79,344,8,1,4.50,4.50
79,344,11,1,4.50,4.50
79,344,18,1,4.70,4.70
79,344,21,1,4.80,4.80
79,344,22,1,4.20,4.20
79,344,30,1,4.70,4.70
79,344,41,2,8.80,4.50
79,344,43,1,4.50,4.50
79,344,49,1,5.70,5.70
79,344,60,1,4.40,4.40
79,344,61,1,5.30,5.30
79,344,64,1,5.20,5.20
79,344,66,3,14.80,5.30
79,344,67,1,4.20,4.20
79,344,70,1,4.90,4.90
79,344,78,1,5.00,5.00
79,344,80,1,4.40,4.40
79,344,81,1,4.50,4.50
79,344,94,1,4.40,4.40
79,344,100,1,4.50,4.50
79,344,102,1,4.60,4.60
79,344,103,2,9.10,4.70
79,344,106,1,4.30,4.30
79,344,107,1,4.40,4.40
79,344,114,1,4.70,4.70
79,345,6,1,4.70,4.70
79,345,7,1,4.40,4.40
79,345,9,1,4.70,4.70
79,345,17,1,4.30,4.30
79,345,18,1,5.10,5.10
79,345,23,1,5.00,5.00
79,345,24,1,4.60,4.60
79,345,25,1,4.40,4.40
79,345,34,1,4.20,4.20
79,345,37,1,4.40,4.40
79,345,45,1,4.50,4.50
79,345,54,2,9.00,4.60
79,345,55,1,4.30,4.30
79,345,59,1,4.80,4.80
79,345,60,1,4.60,4.60
79,345,61,1,4.50,4.50
79,345,64,1,4.30,4.30
79,345,73,1,4.30,4.30
79,345,80,1,4.50,4.50
79,345,81,2,8.80,4.60
79,345,87,1,4.50,4.50
79,345,91,1,4.00,4.00
79,345,92,1,5.00,5.00
79,345,93,1,4.40,4.40
79,345,94,2,9.40,5.00
79,345,96,1,4.30,4.30
79,345,97,1,4.00,4.00
79,345,100,1,4.10,4.10
79,345,101,2,9.00,4.60
79,345,104,1,4.50,4.50
79,345,105,1,4.40,4.40
79,345,107,2,8.70,4.40
79,345,109,2,9.90,5.40
79,345,115,1,4.30,4.30
79,345,118,1,4.20,4.20
79,345,119,1,4.20,4.20
79,346,10,1,4.30,4.30
79,346,18,1,4.50,4.50
79,346,24,14,65.90,6.10
79,346,26,1,4.50,4.50
79,346,28,1,4.40,4.40
79,346,30,1,4.10,4.10
79,346,33,1,4.50,4.50
79,346,35,1,4.50,4.50
79,346,36,2,9.80,5.30
79,346,39,1,4.50,4.50
79,346,50,1,4.50,4.50
79,346,58,1,5.00,5.00
79,346,59,1,4.70,4.70
79,346,61,1,4.30,4.30
79,346,64,2,9.50,5.10
79,346,65,2,10.20,5.20
79,346,68,1,4.50,4.50
79,346,70,1,4.60,4.60
79,346,83,3,13.80,5.20
79,346,101,1,4.20,4.20
79,346,110,1,5.00,5.00
80,68,23,1,4.60,4.60
80,68,83,1,4.60,4.60
80,69,25,2,9.40,4.80
80,70,41,1,4.70,4.70
80,70,58,1,4.40,4.40
80,70,86,1,4.50,4.50
80,70,92,2,9.20,4.70
80,70,102,1,4.60,4.60
80,70,106,1,5.10,5.10
80,70,117,5,24.60,5.60
80,70,118,2,9.50,4.90
80,71,0,1,5.80,5.80
80,71,58,1,4.70,4.70
80,71,59,1,4.60,4.60
80,71,102,1,5.00,5.00
80,100,1,1,4.60,4.60
80,100,7,1,4.70,4.70
80,100,17,1,4.70,4.70
80,100,26,1,4.70,4.70
80,100,45,1,4.50,4.50
80,100,54,1,4.80,4.80
80,100,55,1,4.50,4.50
80,100,58,1,4.60,4.60
80,100,108,1,4.30,4.30
80,101,3,1,4.60,4.60
80,101,20,1,4.60,4.60
80,101,50,1,4.50,4.50
80,101,60,1,4.80,4.80
80,101,77,1,4.60,4.60
80,101,93,1,5.00,5.00
80,101,117,1,4.30,4.30
80,104,9,1,4.20,4.20
80,104,18,1,4.40,4.40
80,104,29,1,4.50,4.50
80,104,65,1,4.30,4.30
80,104,74,1,4.80,4.80
80,104,99,1,4.30,4.30
80,104,106,1,4.70,4.70
80,105,0,2,9.70,5.00
80,105,19,1,4.70,4.70
80,105,35,1,4.40,4.40
80,105,64,1,4.30,4.30
80,105,101,1,4.90,4.90
80,108,4,1,4.10,4.10
80,108,19,1,5.90,5.90
80,108,20,1,4.10,4.10
80,108,40,2,11.40,6.50
80,108,66,1,5.10,5.10
80,195,98,1,4.20,4.20
80,207,48,1,4.40,4.40
80,214,28,1,4.40,4.40
80,220,58,1,4.30,4.30
80,246,118,1,5.60,5.60
80,247,2,1,5.30,5.30
80,247,4,1,4.60,4.60
80,247,19,2,10.50,6.00
80,247,60,1,4.80,4.80
80,247,62,1,4.40,4.40
80,247,67,1,5.70,5.70
80,247,108,1,4.60,4.60
80,247,118,1,5.10,5.10
80,261,118,1,4.20,4.20
80,283,111,1,4.40,4.40
80,285,81,1,4.90,4.90
80,286,23,1,4.30,4.30
80,286,44,1,4.20,4.20
80,286,52,1,4.30,4.30
80,286,53,1,4.30,4.30
80,286,89,1,4.60,4.60
80,286,91,1,4.50,4.50
80,286,97,1,4.30,4.30
80,286,103,1,4.60,4.60
80,286,119,2,9.10,4.90
80,287,2,1,4.50,4.50
80,287,10,1,4.50,4.50
80,287,21,1,5.10,5.10
80,287,31,1,5.10,5.10
80,287,34,1,4.30,4.30
80,287,35,1,4.30,4.30
80,287,43,1,4.00,4.00
80,287,65,1,4.40,4.40
80,287,90,1,5.00,5.00
80,287,91,1,4.50,4.50
80,287,98,1,4.60,4.60
80,287,99,1,4.80,4.80
80,287,104,2,9.50,5.20
80,287,108,5,22.50,5.00
80,288,21,1,4.30,4.30
80,288,24,1,4.60,4.60
80,288,97,1,4.20,4.20
80,288,114,2,9.30,4.70
80,289,15,1,4.00,4.00
80,289,28,1,4.20,4.20
80,289,39,1,4.30,4.30
80,289,54,2,9.10,4.70
80,289,57,3,13.90,5.00
80,289,64,1,5.00,5.00
80,290,15,1,4.20,4.20
80,290,21,1,4.50,4.50
80,290,35,1,4.30,4.30
80,290,43,1,5.10,5.10
80,290,56,1,4.50,4.50
80,290,93,1,4.30,4.30
80,290,94,1,4.10,4.10
80,290,96,1,5.00,5.00
80,290,98,1,4.40,4.40
80,290,110,3,13.60,4.70
80,290,117,1,4.50,4.50
80,291,35,3,13.90,4.70
80,291,39,1,4.30,4.30
80,291,56,1,4.00,4.00
80,291,69,1,4.40,4.40
80,291,77,1,4.20,4.20
80,291,89,1,4.10,4.10
80,291,102,1,4.40,4.40
80,291,111,1,4.10,4.10
80,292,7,1,4.30,4.30
80,292,9,1,4.10,4.10
80,292,12,1,4.40,4.40
80,292,14,1,4.20,4.20
80,292,27,1,4.50,4.50
80,292,38,1,4.40,4.40
80,292,40,1,4.10,4.10
80,292,43,14,65.10,5.20
80,292,47,1,4.50,4.50
80,292,49,1,4.30,4.30
80,292,59,1,5.00,5.00
80,292,63,1,4.80,4.80
80,292,72,1,4.60,4.60
80,292,76,1,4.90,4.90
80,292,77,1,4.40,4.40
80,292,85,1,4.50,4.50
80,292,86,1,5.20,5.20
80,292,95,1,4.20,4.20
80,292,103,1,4.80,4.80
80,292,118,2,8.80,4.40
80,293,17,1,4.90,4.90
80,293,25,2,9.40,5.00
80,293,27,1,4.50,4.50
80,293,36,2,8.60,4.60
80,293,43,2,8.70,4.50
80,293,55,1,4.10,4.10
80,293,82,1,4.50,4.50
80,293,95,1,4.40,4.40
80,293,104,1,4.40,4.40
80,293,116,1,4.50,4.50
80,294,6,1,4.60,4.60
80,294,25,2,9.10,4.80
80,294,49,1,4.90,4.90
80,294,68,1,4.30,4.30
80,294,70,1,4.60,4.60
80,294,72,1,4.40,4.40
80,294,76,5,22.30,4.90
80,294,78,1,4.00,4.00
80,294,83,1,4.10,4.10
80,294,84,1,4.40,4.40
80,294,108,2,9.30,4.80
80,294,114,2,8.70,4.40
80,295,0,1,4.60,4.60
80,295,65,1,4.80,4.80
80,295,66,2,10.10,5.10
80,295,67,1,4.30,4.30
80,295,99,1,4.70,4.70
80,295,101,1,4.10,4.10
80,296,37,1,4.90,4.90
80,296,45,1,4.20,4.20
80,296,52,1,4.30,4.30
80,296,64,1,3.80,3.80
80,296,72,1,4.10,4.10
80,296,94,1,4.30,4.30
80,296,102,1,5.00,5.00
80,296,108,1,4.80,4.80
80,297,22,1,4.10,4.10
80,297,36,1,5.10,5.10
80,297,40,1,4.20,4.20
80,297,44,1,4.30,4.30
80,297,47,1,4.30,4.30
80,297,66,1,4.60,4.60
80,297,92,1,4.40,4.40
80,297,111,1,4.20,4.20
80,297,114,2,8.50,4.30
80,298,2,1,4.30,4.30
80,298,20,1,4.30,4.30
80,298,21,1,4.30,4.30
80,298,28,1,4.40,4.40
80,298,36,1,4.30,4.30
80,298,48,1,4.10,4.10
80,298,50,2,8.60,4.40
80,298,56,1,4.40,4.40
80,298,95,1,4.40,4.40
80,298,99,1,4.80,4.80
80,298,100,1,4.10,4.10
80,298,109,1,4.60,4.60
80,299,2,1,4.30,4.30
80,299,12,1,4.90,4.90
80,299,14,2,9.00,5.00
80,299,18,1,4.10,4.10
80,299,25,1,4.10,4.10
80,299,28,1,4.30,4.30
80,299,32,1,4.30,4.30
80,299,40,1,4.60,4.60
80,299,41,1,4.20,4.20
80,299,49,1,4.30,4.30
80,299,63,1,4.10,4.10
80,299,64,1,4.50,4.50
80,299,72,2,8.30,4.20
80,299,90,1,4.00,4.00
80,299,95,1,4.30,4.30
80,299,103,1,4.30,4.30
80,299,108,1,4.90,4.90
80,299,116,2,8.50,4.30
80,300,16,1,4.60,4.60
80,300,17,1,4.20,4.20
80,300,56,1,4.90,4.90
80,300,83,1,5.00,5.00
80,300,107,1,5.10,5.10
80,300,109,1,4.10,4.10
80,301,12,1,4.50,4.50
80,301,16,2,8.00,4.00
80,301,18,1,4.40,4.40
80,301,19,1,4.10,4.10
80,301,21,1,4.40,4.40
80,301,30,1,4.20,4.20
80,301,78,1,4.50,4.50
80,302,11,1,4.10,4.10
80,302,13,1,4.40,4.40
80,302,14,1,4.30,4.30
80,302,20,1,4.80,4.80
80,302,62,1,4.00,4.00
80,302,88,1,4.20,4.20
80,302,95,1,5.70,5.70
80,302,100,1,4.20,4.20
80,302,108,1,4.40,4.40
80,302,109,1,4.40,4.40
80,303,13,1,4.40,4.40
80,303,17,1,4.40,4.40
80,303,18,1,4.50,4.50
80,303,20,1,4.20,4.20
80,303,31,1,4.40,4.40
80,303,39,1,4.30,4.30
80,303,42,2,9.40,5.00
80,303,51,1,4.60,4.60
80,303,55,1,4.50,4.50
80,303,58,1,4.10,4.10
80,303,59,1,4.50,4.50
80,303,63,2,8.30,4.30
80,303,72,1,4.60,4.60
80,303,75,2,10.10,5.60
80,303,78,1,5.40,5.40
80,303,84,1,5.20,5.20
80,303,85,1,4.60,4.60
80,303,88,1,5.00,5.00
80,303,95,1,4.20,4.20
80,303,96,1,4.00,4.00
80,303,105,1,4.40,4.40
80,303,106,1,4.10,4.10
80,303,112,1,4.30,4.30
80,304,15,1,4.90,4.90
80,304,19,1,4.10,4.10
80,304,21,1,4.80,4.80
80,304,31,2,8.70,4.50
80,304,45,1,4.90,4.90
80,304,46,1,4.30,4.30
80,304,57,1,4.30,4.30
80,304,58,1,4.40,4.40
80,304,69,1,4.50,4.50
80,304,70,1,4.20,4.20
80,304,75,1,4.10,4.10
80,304,81,1,4.60,4.60
80,304,83,1,4.40,4.40
80,304,88,1,4.50,4.50
80,304,91,1,4.30,4.30
80,304,92,1,4.00,4.00
80,304,94,2,8.20,4.20
80,304,96,1,4.30,4.30
80,304,114,1,4.40,4.40
80,305,14,2,8.70,4.50
80,305,22,1,4.20,4.20
80,305,30,2,9.40,5.20
80,305,31,1,4.40,4.40
80,305,40,4,17.60,4.50
80,305,53,1,4.40,4.40
80,305,63,1,4.30,4.30
80,305,85,1,4.10,4.10
80,305,87,1,4.30,4.30
80,305,91,1,4.10,4.10
80,305,93,2,9.60,4.90
80,327,97,1,4.20,4.20
80,328,2,1,5.00,5.00
80,328,18,1,5.30,5.30
80,328,24,1,5.10,5.10
80,328,27,1,4.40,4.40
80,328,33,1,4.50,4.50
80,328,38,1,4.60,4.60
80,328,59,1,5.10,5.10
80,328,68,1,4.90,4.90
80,328,73,1,5.00,5.00
80,328,80,1,4.20,4.20
80,328,85,1,5.50,5.50
80,328,88,1,4.20,4.20
80,328,93,1,4.80,4.80
80,328,99,2,9.20,4.90
80,329,41,1,5.50,5.50
80,329,46,1,4.30,4.30
80,329,117,1,4.50,4.50
80,329,119,1,4.30,4.30
80,330,5,1,4.30,4.30
80,330,113,1,4.20,4.20
80,331,10,1,4.30,4.30
80,331,93,1,4.10,4.10
80,331,113,1,5.30,5.30
80,331,114,1,4.80,4.80
80,331,118,1,4.70,4.70
80,332,66,1,4.10,4.10
80,332,116,1,4.40,4.40
80,333,63,1,4.40,4.40
80,334,0,1,4.20,4.20
80,334,20,1,4.50,4.50
80,334,47,2,8.60,4.40
80,334,48,1,4.20,4.20
80,334,53,1,5.10,5.10
80,334,67,1,4.40,4.40
80,334,76,1,4.40,4.40
80,334,95,1,5.10,5.10
80,335,2,8,39.10,5.50
80,335,30,1,4.70,4.70
80,335,37,1,4.40,4.40
80,335,86,1,4.30,4.30
80,335,88,1,4.20,4.20
80,335,98,1,4.40,4.40
80,335,114,2,8.60,4.30
80,336,65,1,4.50,4.50
80,336,86,1,4.40,4.40
80,336,101,1,5.20,5.20
80,337,45,1,4.60,4.60
80,337,57,1,4.40,4.40
80,337,109,1,4.30,4.30
80,337,115,1,4.40,4.40
80,338,1,1,5.00,5.00
80,338,3,1,4.60,4.60
80,338,16,1,4.60,4.60
80,338,34,1,4.70,4.70
80,338,39,1,4.00,4.00
80,338,51,1,4.20,4.20
80,338,56,1,5.40,5.40
80,338,58,1,4.40,4.40
80,338,73,1,4.40,4.40
80,338,75,1,4.40,4.40
80,338,81,1,4.60,4.60
80,338,82,1,4.70,4.70
80,338,93,1,5.00,5.00
80,338,111,1,4.10,4.10
80,339,3,1,4.50,4.50
80,339,4,1,4.60,4.60
80,339,10,1,4.90,4.90
80,339,15,1,4.90,4.90
80,339,17,1,4.30,4.30
80,339,18,1,4.20,4.20
80,339,33,2,9.00,4.90
80,339,36,1,4.10,4.10
80,339,41,1,4.80,4.80
80,339,46,1,4.50,4.50
80,339,53,2,9.60,5.00
80,339,54,66,312.90,7.00
80,339,55,3,13.60,4.80
80,339,56,1,5.00,5.00
80,339,57,1,4.60,4.60
80,339,58,2,9.10,4.60
80,339,60,1,5.00,5.00
80,339,63,1,4.40,4.40
80,339,75,1,4.50,4.50
80,339,77,1,4.40,4.40
80,339,79,1,5.20,5.20
80,339,80,1,4.60,4.60
80,339,82,1,4.50,4.50
80,339,83,2,9.60,5.10
80,339,90,1,4.60,4.60
80,339,98,1,4.50,4.50
80,339,111,1,4.40,4.40
80,339,114,1,4.20,4.20
80,340,1,1,4.70,4.70
80,340,8,2,10.50,5.40
80,340,23,1,4.50,4.50
80,340,30,1,5.00,5.00
80,340,41,1,4.70,4.70
80,340,52,1,4.00,4.00
80,340,53,1,4.40,4.40
80,340,54,2,9.00,4.90
80,340,62,1,5.10,5.10
80,340,78,2,10.00,5.10
80,340,80,1,4.90,4.90
80,340,83,1,4.50,4.50
80,340,101,1,4.30,4.30
80,340,108,1,4.60,4.60
80,341,8,1,4.80,4.80
80,341,10,1,4.60,4.60
80,341,25,1,5.40,5.40
80,341,26,3,13.40,4.70
80,341,27,1,4.60,4.60
80,341,49,1,4.30,4.30
80,341,64,1,4.80,4.80
80,341,89,1,4.00,4.00
80,341,106,1,4.30,4.30
80,341,113,1,4.40,4.40
81,70,41,1,4.70,4.70
81,70,61,2,9.70,5.00
81,70,64,1,4.50,4.50
81,70,117,2,10.80,5.50
81,70,118,1,4.60,4.60
81,71,30,2,9.10,4.60
81,71,58,2,9.00,4.50
81,71,80,1,4.40,4.40
81,71,102,2,9.20,4.80
81,98,37,1,4.30,4.30
81,98,38,1,4.80,4.80
81,98,117,1,5.20,5.20
81,99,0,1,5.00,5.00
81,99,7,1,4.00,4.00
81,99,16,1,4.60,4.60
81,99,17,2,9.20,4.70
81,99,34,1,4.30,4.30
81,99,49,2,8.80,4.60
81,99,66,1,4.40,4.40
81,99,102,1,4.30,4.30
81,100,5,2,9.60,4.90
81,100,13,3,15.30,5.80
81,100,34,1,4.30,4.30
81,100,41,1,5.10,5.10
81,100,43,1,4.40,4.40
81,100,75,1,4.60,4.60
81,100,89,1,4.90,4.90
81,100,91,1,5.20,5.20
81,100,107,1,4.80,4.80
81,100,117,1,4.50,4.50
81,102,62,1,4.60,4.60
81,102,93,1,4.40,4.40
81,102,110,1,4.50,4.50
81,103,102,1,5.00,5.00
81,103,109,1,4.10,4.10
81,104,2,1,5.10,5.10
81,104,17,1,4.40,4.40
81,104,50,2,9.10,4.60
81,104,92,4,17.70,4.70
81,104,93,1,4.80,4.80
81,104,96,1,4.90,4.90
81,104,99,1,4.50,4.50
81,104,106,1,4.40,4.40
81,105,0,1,4.40,4.40
81,105,3,1,4.20,4.20
81,105,4,1,4.40,4.40
81,105,6,1,4.40,4.40
81,105,11,1,4.30,4.30
81,105,12,1,4.30,4.30
81,105,14,2,9.20,4.80
81,105,16,1,5.00,5.00
81,105,19,1,4.40,4.40
81,105,20,1,4.60,4.60
81,105,27,1,4.50,4.50
81,105,29,2,8.60,4.30
81,105,33,1,4.60,4.60
81,105,35,1,4.60,4.60
81,105,36,1,4.40,4.40
81,105,39,1,4.50,4.50
81,105,40,1,4.10,4.10
81,105,45,1,4.60,4.60
81,105,46,1,4.50,4.50
81,105,59,1,4.50,4.50
81,105,63,2,9.30,4.90
81,105,68,1,4.50,4.50
81,105,72,1,4.90,4.90
81,105,73,1,4.30,4.30
81,105,76,1,4.40,4.40
81,105,78,2,9.60,5.30
81,105,80,2,9.10,4.90
81,105,83,1,4.50,4.50
81,105,88,1,5.00,5.00
81,105,89,1,4.20,4.20
81,105,91,1,4.20,4.20
81,105,94,1,4.10,4.10
81,105,104,2,9.10,4.60
81,105,105,1,4.80,4.80
81,105,108,1,4.40,4.40
81,105,110,1,4.40,4.40
81,105,113,1,4.30,4.30
81,107,96,1,5.00,5.00
81,108,38,1,4.60,4.60
81,108,44,1,4.30,4.30
81,108,53,1,4.90,4.90
81,108,59,1,4.30,4.30
81,108,91,1,6.50,6.50
81,166,31,1,4.70,4.70
81,166,40,1,4.50,4.50
81,168,9,1,4.20,4.20
81,207,0,1,4.70,4.70
81,210,91,1,4.30,4.30
81,210,93,1,4.70,4.70
81,212,20,1,4.70,4.70
81,212,101,1,4.40,4.40
81,247,4,1,5.60,5.60
81,247,21,1,4.60,4.60
81,247,23,1,4.50,4.50
81,247,26,1,5.10,5.10
81,247,38,1,4.40,4.40
81,247,46,1,4.60,4.60
81,248,4,1,4.60,4.60
81,248,44,1,4.70,4.70
81,248,94,1,5.00,5.00
81,268,23,1,5.30,5.30
81,280,96,1,4.60,4.60
81,283,117,1,4.40,4.40
81,284,23,1,4.50,4.50
81,284,24,1,4.70,4.70
81,284,29,1,4.60,4.60
81,284,45,1,4.30,4.30
81,285,10,1,4.20,4.20
81,285,26,1,4.70,4.70
81,285,31,1,4.20,4.20
81,285,88,2,9.00,4.70
81,286,3,1,4.30,4.30
81,286,7,1,4.30,4.30
81,286,22,1,4.30,4.30
81,286,33,1,4.80,4.80
81,286,43,1,4.40,4.40
81,286,66,1,4.30,4.30
81,286,87,1,4.40,4.40
81,286,110,2,9.40,5.00
81,287,1,1,4.20,4.20
81,287,10,1,4.60,4.60
81,287,15,1,4.60,4.60
81,287,16,1,4.60,4.60
81,287,32,1,4.90,4.90
