lat_bin,lon_bin,time_bin,count,total_magnitude,max_magnitude
20,345,31,1,6.30,6.30
24,0,13,1,5.40,5.40
24,0,57,2,10.50,5.80
24,0,88,1,5.80,5.80
24,0,89,1,4.50,4.50
24,1,37,1,4.70,4.70
24,4,78,1,4.60,4.60
24,6,93,1,4.60,4.60
24,6,97,1,4.60,4.60
24,108,27,1,5.70,5.70
24,357,40,1,5.40,5.40
24,358,58,1,5.60,5.60
24,359,58,2,10.40,5.50
24,359,64,1,4.60,4.60
24,359,66,1,4.50,4.50
24,359,88,1,4.60,4.60
24,359,101,1,4.50,4.50
25,1,62,1,5.00,5.00
25,7,94,1,4.40,4.40
25,9,118,1,4.30,4.30
25,11,102,1,4.40,4.40
25,12,54,2,9.90,5.60
25,354,2,1,4.60,4.60
25,354,59,1,4.60,4.60
25,354,109,1,4.80,4.80
25,355,11,1,4.70,4.70
25,355,32,1,5.10,5.10
25,355,45,1,4.40,4.40
25,355,91,1,4.50,4.50
25,355,103,1,4.60,4.60
25,356,31,1,4.20,4.20
25,356,40,1,4.40,4.40
25,356,51,1,4.90,4.90
25,356,86,1,4.60,4.60
25,357,27,1,4.60,4.60
25,357,31,1,4.60,4.60
25,357,100,1,4.50,4.50
25,358,97,1,4.50,4.50
25,358,98,1,4.50,4.50
25,358,119,1,4.40,4.40
26,12,54,1,4.40,4.40
26,12,92,1,4.60,4.60
26,13,62,1,4.50,4.50
26,13,87,2,10.20,5.30
26,14,103,1,5.00,5.00
26,16,56,1,5.60,5.60
26,17,37,1,5.20,5.20
26,19,28,1,5.40,5.40
26,116,5,1,5.00,5.00
26,346,7,1,4.90,4.90
26,346,106,1,4.70,4.70
26,349,101,1,4.40,4.40
26,350,29,1,5.60,5.60
26,350,71,1,4.30,4.30
26,351,16,1,4.40,4.40
26,351,58,3,13.60,4.60
26,351,101,1,4.40,4.40
26,352,13,1,4.50,4.50
26,352,82,1,5.70,5.70
26,354,70,1,4.10,4.10
26,354,74,1,4.60,4.60
26,356,38,1,4.20,4.20
27,15,103,1,4.50,4.50
27,16,59,1,5.00,5.00
27,18,3,2,11.20,5.70
27,18,4,2,9.00,4.60
27,18,20,1,4.60,4.60
27,18,118,1,5.10,5.10
27,19,4,1,4.50,4.50
27,19,91,1,4.60,4.60
27,20,7,1,4.70,4.70
27,21,30,1,4.70,4.70
27,21,31,1,4.50,4.50
27,21,46,1,4.60,4.60
27,21,47,2,10.80,5.40
27,21,61,1,4.30,4.30
27,21,66,1,4.40,4.40
27,21,82,1,4.40,4.40
27,21,90,1,4.50,4.50
27,21,107,1,4.50,4.50
27,21,109,1,5.40,5.40
27,22,36,1,4.40,4.40
27,22,48,1,4.30,4.30
27,22,87,1,4.50,4.50
27,22,113,1,4.60,4.60
27,24,83,1,5.70,5.70
27,117,4,1,4.50,4.50
27,118,31,1,5.00,5.00
27,121,0,1,4.50,4.50
27,121,2,2,9.10,4.60
27,121,3,2,9.10,4.90
27,121,4,3,14.60,5.60
27,121,5,6,28.70,5.10
27,121,6,2,9.20,4.90
27,121,7,2,9.10,4.60
27,121,9,3,13.90,5.00
27,121,11,1,4.60,4.60
27,121,16,1,4.90,4.90
27,122,6,1,4.30,4.30
27,122,17,2,9.10,4.80
27,123,6,1,4.60,4.60
27,123,99,3,14.50,5.00
27,328,98,1,5.00,5.00
27,334,97,1,4.60,4.60
27,335,22,1,5.40,5.40
27,335,44,1,4.60,4.60
27,335,49,1,4.40,4.40
27,335,56,1,5.60,5.60
27,335,57,1,4.70,4.70
27,335,71,1,5.80,5.80
27,335,117,1,4.80,4.80
27,336,71,1,4.60,4.60
27,336,96,2,10.80,5.90
27,337,11,1,4.30,4.30
27,338,22,1,4.40,4.40
27,340,44,1,4.90,4.90
27,340,47,1,4.80,4.80
27,341,40,1,5.00,5.00
27,341,47,1,5.90,5.90
27,343,40,1,4.60,4.60
27,343,98,1,4.50,4.50
27,344,17,1,4.60,4.60
27,345,20,1,4.20,4.20
27,345,21,1,4.40,4.40
27,345,69,1,4.40,4.40
27,345,78,1,4.50,4.50
27,345,89,2,11.10,5.60
27,345,104,1,5.10,5.10
27,346,37,1,4.90,4.90
27,347,46,1,4.30,4.30
28,26,46,1,4.50,4.50
28,122,57,1,4.60,4.60
28,123,1,1,4.70,4.70
28,123,89,1,4.40,4.40
28,124,1,1,4.90,4.90
28,124,3,1,4.30,4.30
28,124,6,1,4.30,4.30
28,124,42,1,4.50,4.50
28,124,44,1,4.80,4.80
28,124,99,1,4.60,4.60
28,126,86,1,4.70,4.70
28,126,88,1,5.20,5.20
28,126,109,1,4.50,4.50
28,140,16,1,5.30,5.30
28,142,23,1,4.90,4.90
28,143,29,1,4.80,4.80
28,152,17,1,4.60,4.60
28,333,25,1,4.50,4.50
28,333,36,1,5.80,5.80
28,333,115,1,5.50,5.50
28,334,36,1,5.40,5.40
28,334,80,1,4.50,4.50
28,334,89,2,8.70,4.50
28,334,99,1,4.20,4.20
28,334,115,1,4.50,4.50
28,335,40,1,4.40,4.40
28,335,104,1,4.60,4.60
28,336,50,1,4.40,4.40
28,338,35,1,4.20,4.20
28,339,83,1,4.40,4.40
28,340,68,2,9.00,4.50
28,340,83,1,5.60,5.60
28,341,47,1,4.60,4.60
28,341,103,1,4.50,4.50
28,342,44,1,4.90,4.90
28,346,23,1,4.50,4.50
28,347,100,1,4.60,4.60
28,350,54,1,4.50,4.50
29,122,43,1,4.90,4.90
29,125,88,1,4.70,4.70
29,128,58,1,4.70,4.70
29,128,62,1,4.50,4.50
29,129,27,1,4.40,4.40
29,130,14,1,4.30,4.30
29,131,16,1,4.70,4.70
29,132,3,2,10.20,5.20
29,132,35,1,4.60,4.60
29,132,37,1,4.30,4.30
29,132,117,2,9.10,4.90
29,133,36,5,23.50,5.50
29,133,40,1,4.40,4.40
29,133,92,1,4.50,4.50
29,133,93,1,4.60,4.60
29,133,107,1,4.20,4.20
29,134,26,1,4.30,4.30
29,135,62,1,4.50,4.50
29,136,31,1,4.30,4.30
29,138,119,1,4.50,4.50
29,143,28,1,4.90,4.90
29,145,79,1,4.60,4.60
29,146,43,1,4.90,4.90
29,146,63,1,5.00,5.00
29,146,78,1,4.50,4.50
29,146,87,1,5.70,5.70
29,146,89,1,4.80,4.80
29,146,108,1,4.10,4.10
29,147,105,1,4.20,4.20
29,149,15,1,4.50,4.50
29,150,16,1,4.50,4.50
29,150,21,1,4.30,4.30
29,150,54,1,4.50,4.50
29,150,69,1,4.60,4.60
29,151,15,3,14.60,5.40
29,151,16,1,4.40,4.40
29,151,18,1,4.50,4.50
29,151,34,1,4.50,4.50
29,151,49,1,4.80,4.80
29,151,51,1,4.80,4.80
29,151,58,2,9.40,4.80
29,151,65,1,4.70,4.70
29,151,69,1,4.30,4.30
29,151,87,1,5.10,5.10
29,151,88,1,4.60,4.60
29,151,90,1,4.70,4.70
29,151,103,1,4.60,4.60
29,151,118,2,10.60,5.30
29,152,5,1,4.90,4.90
29,152,9,1,4.60,4.60
29,152,15,16,77.60,6.10
29,152,16,3,14.60,5.10
29,152,17,2,8.90,4.50
29,152,18,2,8.90,4.50
29,152,19,10,48.60,6.20
29,152,22,1,4.50,4.50
29,152,23,1,4.70,4.70
29,152,24,2,10.50,6.00
29,152,25,1,4.40,4.40
29,152,28,1,5.20,5.20
29,152,31,1,4.80,4.80
29,152,32,1,4.60,4.60
29,152,33,1,4.80,4.80
29,152,40,1,4.60,4.60
29,152,41,1,5.20,5.20
29,152,54,2,9.20,4.80
29,152,55,1,4.90,4.90
29,152,56,2,9.40,4.90
29,152,63,1,5.10,5.10
29,152,69,1,4.50,4.50
29,152,72,1,5.20,5.20
29,152,74,1,4.60,4.60
29,152,80,2,9.20,4.60
29,152,93,1,4.50,4.50
29,152,95,1,4.70,4.70
29,153,2,1,4.60,4.60
29,153,15,35,167.50,6.10
29,153,16,2,9.50,5.00
29,153,17,4,19.40,5.50
29,153,18,3,13.50,4.60
29,153,19,3,14.30,5.30
29,153,24,1,4.40,4.40
29,153,27,1,4.40,4.40
29,153,29,2,9.20,4.70
29,153,30,2,9.00,4.60
29,153,31,1,4.50,4.50
29,153,36,1,4.00,4.00
29,153,37,1,4.60,4.60
29,153,38,2,8.90,4.60
29,153,41,1,4.70,4.70
29,153,42,1,5.30,5.30
29,153,44,1,4.80,4.80
29,153,45,1,5.10,5.10
29,153,53,1,4.60,4.60
29,153,56,1,5.20,5.20
29,153,65,1,4.40,4.40
29,153,67,1,5.60,5.60
29,153,71,2,10.00,5.10
29,153,72,1,4.40,4.40
29,153,74,1,4.60,4.60
29,153,79,1,5.00,5.00
29,153,81,2,9.20,4.70
29,153,83,1,5.00,5.00
29,153,101,1,4.30,4.30
29,153,102,2,9.20,4.70
29,153,104,1,4.60,4.60
29,153,105,1,5.00,5.00
29,153,109,1,4.30,4.30
29,153,118,2,9.60,5.00
29,153,119,1,4.30,4.30
29,154,6,1,4.60,4.60
29,154,10,1,5.00,5.00
29,154,12,1,4.60,4.60
29,154,15,10,46.90,5.60
29,154,16,19,85.50,4.90
29,154,17,1,4.30,4.30
29,154,18,1,4.40,4.40
29,154,19,1,4.90,4.90
29,154,20,1,4.40,4.40
29,154,24,1,4.60,4.60
29,154,30,1,4.80,4.80
29,154,32,1,5.40,5.40
29,154,34,2,9.40,5.00
29,154,35,2,9.20,4.90
29,154,36,1,4.50,4.50
29,154,42,1,4.70,4.70
29,154,47,2,9.20,4.60
29,154,53,2,11.20,6.10
29,154,54,1,4.30,4.30
29,154,55,1,5.00,5.00
29,154,65,1,4.40,4.40
29,154,70,3,14.70,5.30
29,154,74,1,4.40,4.40
29,154,81,1,4.20,4.20
29,154,82,1,4.80,4.80
29,154,83,1,4.70,4.70
29,154,89,1,4.60,4.60
29,154,97,1,4.30,4.30
29,154,102,1,4.40,4.40
29,154,106,1,5.60,5.60
29,154,112,1,4.40,4.40
29,154,113,1,4.90,4.90
29,154,118,1,4.60,4.60
29,155,15,10,48.50,6.60
29,155,16,27,126.50,7.10
29,155,17,1,4.50,4.50
29,155,18,2,9.20,4.80
29,155,20,2,9.40,5.00
29,155,22,1,4.70,4.70
29,155,24,2,9.50,4.90
29,155,25,1,4.60,4.60
29,155,26,2,8.70,4.40
29,155,30,1,4.20,4.20
29,155,31,1,4.30,4.30
29,155,35,1,4.40,4.40
29,155,37,1,5.40,5.40
29,155,42,1,4.50,4.50
29,155,46,1,4.40,4.40
29,155,62,1,4.50,4.50
29,155,68,1,4.50,4.50
29,155,73,2,9.50,4.90
29,155,78,1,4.70,4.70
29,155,87,1,4.50,4.50
29,155,97,1,4.70,4.70
29,155,99,1,4.50,4.50
29,155,110,1,4.30,4.30
29,155,114,1,4.60,4.60
29,156,16,2,8.80,4.40
29,156,19,1,4.40,4.40
29,156,25,1,6.00,6.00
29,156,79,1,5.10,5.10
29,156,110,1,4.60,4.60
29,157,103,1,4.50,4.50
29,157,118,1,4.60,4.60
29,159,50,2,11.90,6.50
29,160,37,1,4.60,4.60
29,160,50,3,13.50,4.80
29,160,51,2,10.00,5.30
29,160,70,1,4.50,4.50
29,160,77,1,4.80,4.80
29,161,43,2,8.80,4.40
29,161,47,1,4.40,4.40
29,161,65,1,4.60,4.60
29,161,110,1,4.20,4.20
29,331,39,1,4.70,4.70
29,332,29,1,4.50,4.50
29,333,25,1,5.30,5.30
29,333,73,1,5.90,5.90
29,334,25,1,6.60,6.60
29,334,103,1,6.00,6.00
29,339,71,2,9.20,4.70
29,340,71,1,5.90,5.90
30,28,13,1,4.20,4.20
30,28,18,1,4.70,4.70
30,28,19,1,4.60,4.60
30,28,88,1,4.70,4.70
30,28,109,2,9.10,4.60
30,119,99,1,4.60,4.60
30,119,109,1,4.50,4.50
30,129,31,1,4.50,4.50
30,149,74,1,4.30,4.30
30,150,2,4,20.70,6.00
30,150,24,11,51.50,5.60
30,150,56,1,4.30,4.30
30,150,74,2,9.40,5.30
30,150,93,1,5.00,5.00
30,150,102,1,5.50,5.50
30,151,16,1,4.90,4.90
30,151,24,3,15.20,5.70
30,151,37,1,4.10,4.10
30,151,84,1,4.10,4.10
30,152,10,1,4.40,4.40
30,152,15,3,13.80,5.10
30,152,54,1,5.50,5.50
30,152,58,1,4.20,4.20
30,152,62,1,4.40,4.40
30,152,67,1,5.70,5.70
30,152,77,1,4.60,4.60
30,152,82,1,4.30,4.30
30,152,86,1,4.60,4.60
30,152,91,1,4.50,4.50
30,152,94,1,4.90,4.90
30,152,107,1,4.50,4.50
30,152,112,1,4.40,4.40
30,152,114,1,5.10,5.10
30,153,3,1,5.10,5.10
30,153,14,2,10.40,5.90
30,153,15,71,352.80,6.70
30,153,16,14,66.60,5.30
30,153,17,11,53.90,5.60
30,153,18,8,38.50,5.40
30,153,19,1,4.60,4.60
30,153,20,4,18.80,4.90
30,153,21,2,9.00,4.50
30,153,22,5,23.50,5.10
30,153,23,3,13.80,4.90
30,153,24,2,8.90,4.60
30,153,25,5,22.90,5.20
30,153,27,3,14.70,5.20
30,153,28,3,13.30,4.60
30,153,30,4,18.60,5.20
30,153,31,3,14.60,5.80
30,153,32,2,9.50,5.00
30,153,33,2,9.80,4.90
30,153,34,1,4.70,4.70
30,153,35,1,4.70,4.70
30,153,36,1,4.50,4.50
30,153,38,3,14.30,5.10
30,153,39,1,4.60,4.60
30,153,40,1,4.50,4.50
30,153,41,2,8.80,4.40
30,153,43,2,9.10,4.70
30,153,44,2,9.40,4.90
30,153,45,3,14.50,5.10
30,153,46,2,9.30,4.70
30,153,48,3,13.90,4.80
30,153,50,2,9.20,4.60
30,153,51,1,4.20,4.20
30,153,52,1,5.20,5.20
30,153,54,7,34.10,5.30
30,153,56,3,14.40,5.00
30,153,57,2,9.30,4.70
30,153,58,2,9.50,4.80
30,153,59,1,4.70,4.70
30,153,61,1,4.50,4.50
30,153,64,3,14.00,5.30
30,153,67,1,5.40,5.40
30,153,70,1,5.00,5.00
30,153,73,1,5.10,5.10
30,153,74,1,4.40,4.40
30,153,75,3,13.60,4.80
30,153,76,1,4.50,4.50
30,153,78,2,9.80,5.20
30,153,83,1,5.10,5.10
30,153,84,1,4.40,4.40
30,153,86,1,5.20,5.20
30,153,90,2,10.30,5.30
30,153,91,1,4.40,4.40
30,153,92,1,4.60,4.60
30,153,93,1,4.30,4.30
30,153,94,1,4.70,4.70
30,153,100,1,5.00,5.00
30,153,101,1,5.60,5.60
30,153,107,1,5.00,5.00
30,153,114,1,4.50,4.50
30,154,7,1,4.70,4.70
30,154,9,1,4.70,4.70
30,154,13,1,4.40,4.40
30,154,14,2,9.70,4.90
30,154,15,72,332.30,5.60
30,154,16,23,110.30,5.60
30,154,17,11,52.30,5.10
30,154,18,10,45.80,5.00
30,154,19,6,28.30,5.10
30,154,20,6,26.30,4.50
30,154,21,6,28.50,5.00
30,154,22,1,4.50,4.50
30,154,23,3,13.90,5.00
30,154,24,1,4.90,4.90
30,154,25,4,18.50,5.00
30,154,26,3,14.10,4.80
30,154,27,5,23.50,5.10
30,154,28,8,36.90,5.10
30,154,29,3,13.70,4.80
30,154,30,4,18.80,5.20
30,154,32,1,5.10,5.10
30,154,33,2,9.20,4.70
30,154,34,1,4.40,4.40
30,154,35,3,13.30,4.60
30,154,36,2,8.90,4.50
30,154,37,2,9.00,4.50
30,154,38,3,14.20,4.90
30,154,40,2,8.60,4.40
30,154,45,1,4.50,4.50
30,154,46,2,10.40,5.40
30,154,48,1,4.90,4.90
30,154,49,3,13.90,5.00
30,154,50,1,4.30,4.30
30,154,51,3,15.10,5.20
30,154,53,1,4.40,4.40
30,154,54,2,9.30,4.70
30,154,55,1,4.90,4.90
30,154,58,1,4.80,4.80
30,154,60,1,4.80,4.80
30,154,62,1,4.70,4.70
30,154,74,1,5.00,5.00
30,154,76,2,8.70,4.60
30,154,78,1,4.80,4.80
30,154,86,2,9.50,4.90
30,154,87,1,4.90,4.90
30,154,88,1,4.80,4.80
30,154,89,1,4.60,4.60
30,154,90,3,13.70,4.70
30,154,91,1,4.50,4.50
30,154,94,2,9.60,4.90
30,154,95,1,5.20,5.20
30,154,97,1,4.40,4.40
30,154,100,3,13.70,4.60
30,154,106,1,4.40,4.40
30,154,107,1,4.60,4.60
30,154,108,1,4.40,4.40
30,154,109,1,4.40,4.40
30,154,110,1,4.30,4.30
30,154,115,1,4.40,4.40
30,154,117,1,4.90,4.90
30,154,118,1,4.50,4.50
30,155,12,1,4.50,4.50
30,155,15,16,74.20,5.60
30,155,16,7,31.70,4.80
30,155,17,1,4.40,4.40
30,155,18,2,9.30,4.90
30,155,19,2,9.40,4.70
30,155,21,1,5.00,5.00
30,155,27,3,13.50,4.70
30,155,39,1,5.10,5.10
30,155,42,1,4.70,4.70
30,155,50,1,4.60,4.60
30,155,53,1,4.90,4.90
30,155,56,1,4.60,4.60
30,155,62,1,4.90,4.90
30,155,71,1,4.70,4.70
30,155,72,1,4.60,4.60
30,155,88,1,4.30,4.30
30,155,90,1,4.20,4.20
30,155,107,1,4.60,4.60
30,156,15,6,28.10,5.10
30,156,16,6,27.40,5.10
30,156,19,1,4.80,4.80
30,156,25,1,4.50,4.50
30,156,26,2,9.30,4.70
30,156,30,1,4.70,4.70
30,156,31,1,5.60,5.60
30,156,33,1,4.70,4.70
30,156,41,1,4.60,4.60
30,156,52,1,4.40,4.40
30,156,58,1,4.90,4.90
30,156,84,1,4.40,4.40
30,156,105,1,4.50,4.50
30,161,63,1,5.20,5.20
30,162,35,1,4.40,4.40
30,162,62,1,4.90,4.90
30,162,63,1,5.90,5.90
30,162,97,1,5.40,5.40
30,162,99,1,5.60,5.60
30,329,31,1,4.90,4.90
30,329,57,1,5.20,5.20
30,329,86,1,4.30,4.30
30,329,107,2,8.60,4.30
30,329,113,1,5.00,5.00
30,329,117,1,5.00,5.00
30,330,2,2,10.90,6.00
30,338,93,1,5.40,5.40
30,338,94,3,15.20,6.10
30,338,96,1,5.50,5.50
30,339,14,1,5.50,5.50
30,339,16,1,4.50,4.50
30,339,94,4,17.50,4.60
30,340,35,1,4.30,4.30
30,340,94,2,9.00,4.70
31,27,103,1,4.50,4.50
31,30,34,1,4.90,4.90
31,30,42,1,4.90,4.90
31,31,85,1,4.70,4.70
31,33,25,1,4.60,4.60
31,39,48,1,4.30,4.30
31,40,36,1,4.80,4.80
31,40,39,1,4.70,4.70
31,40,70,1,5.10,5.10
31,40,110,1,5.00,5.00
31,116,10,1,5.50,5.50
31,118,60,1,4.90,4.90
31,150,2,1,4.60,4.60
31,150,22,3,14.10,5.00
31,150,31,1,5.50,5.50
31,150,94,3,13.70,4.70
31,151,79,1,4.20,4.20
31,152,89,1,4.20,4.20
31,153,7,1,4.40,4.40
31,153,8,1,4.70,4.70
31,153,15,2,9.40,4.90
31,153,22,1,4.50,4.50
31,153,25,1,5.00,5.00
31,153,26,1,5.00,5.00
31,153,30,1,4.60,4.60
31,153,42,1,5.30,5.30
31,153,44,1,4.30,4.30
31,153,52,2,11.10,6.30
31,153,55,1,4.90,4.90
31,153,69,1,4.30,4.30
31,153,70,1,4.50,4.50
31,153,74,1,5.20,5.20
31,153,75,1,5.40,5.40
31,153,82,1,4.50,4.50
31,153,84,1,4.80,4.80
31,153,87,1,4.60,4.60
31,153,108,1,4.40,4.40
31,153,112,1,4.40,4.40
31,154,8,1,5.30,5.30
31,154,15,88,421.00,8.10
31,154,16,36,169.20,5.80
31,154,17,26,123.50,5.60
31,154,18,8,38.20,5.30
31,154,19,2,9.20,4.60
31,154,20,7,31.60,4.90
31,154,21,2,8.90,4.50
31,154,22,7,34.00,6.00
31,154,23,5,23.30,4.70
31,154,24,10,46.10,5.00
31,154,25,5,23.70,5.00
31,154,26,3,13.50,4.60
31,154,27,4,19.00,4.90
31,154,28,2,9.70,4.90
31,154,29,3,14.30,5.00
31,154,30,1,4.70,4.70
31,154,31,3,15.40,5.50
31,154,32,3,14.30,5.10
31,154,33,11,51.50,4.90
31,154,34,4,19.90,5.20
31,154,35,5,23.20,4.90
31,154,36,8,37.20,5.10
31,154,37,3,13.40,5.00
31,154,38,3,14.70,5.40
31,154,39,1,5.50,5.50
31,154,40,1,5.60,5.60
31,154,41,1,5.00,5.00
31,154,42,4,18.10,4.70
31,154,43,3,13.30,4.70
31,154,44,3,14.80,5.10
31,154,45,2,9.60,5.00
31,154,46,4,18.80,5.20
31,154,47,1,4.60,4.60
31,154,48,2,10.40,5.40
31,154,49,2,9.00,4.70
31,154,50,5,24.90,5.20
31,154,52,1,5.00,5.00
31,154,53,1,4.50,4.50
31,154,54,1,4.70,4.70
31,154,55,2,9.00,4.60
31,154,56,2,10.60,5.60
31,154,57,5,24.20,5.10
31,154,58,3,14.40,5.20
31,154,59,3,13.50,4.90
31,154,60,2,8.90,4.50
31,154,61,2,9.80,5.00
31,154,63,2,8.90,4.70
31,154,64,1,4.90,4.90
31,154,65,1,5.20,5.20
31,154,66,1,4.60,4.60
31,154,67,4,18.10,4.80
31,154,68,1,4.70,4.70
31,154,69,3,13.30,4.60
31,154,74,1,4.50,4.50
31,154,75,2,10.20,5.50
31,154,76,1,4.50,4.50
31,154,77,1,4.50,4.50
31,154,78,3,14.10,5.00
31,154,79,1,4.40,4.40
31,154,82,3,14.90,5.10
31,154,83,4,18.20,5.10
31,154,84,1,4.90,4.90
31,154,86,2,9.80,5.20
31,154,87,2,9.80,5.20
31,154,89,1,4.40,4.40
31,154,90,2,8.90,4.60
31,154,92,3,14.90,5.70
31,154,93,2,8.80,4.50
31,154,98,4,19.00,4.90
31,154,99,2,9.90,5.20
31,154,100,1,4.60,4.60
31,154,105,2,9.20,4.90
31,154,108,1,4.40,4.40
31,154,109,1,4.30,4.30
31,154,110,1,4.50,4.50
31,154,112,1,4.30,4.30
31,154,113,2,9.40,5.00
31,154,116,2,9.10,4.90
31,154,117,1,4.30,4.30
31,154,118,1,4.70,4.70
31,155,3,1,4.40,4.40
31,155,6,1,4.40,4.40
31,155,10,1,4.20,4.20
31,155,11,1,4.30,4.30
31,155,15,57,266.00,5.50
31,155,16,18,79.30,4.90
31,155,17,8,36.50,5.10
31,155,18,5,23.00,4.90
31,155,19,5,22.20,4.70
31,155,20,1,5.00,5.00
31,155,21,1,4.60,4.60
31,155,22,1,4.50,4.50
31,155,24,1,4.50,4.50
31,155,30,1,4.10,4.10
31,155,31,1,4.60,4.60
31,155,32,4,20.10,6.00
31,155,33,2,9.60,5.30
31,155,34,1,4.40,4.40
31,155,35,3,13.10,4.50
31,155,36,1,4.70,4.70
31,155,41,2,9.00,4.50
31,155,43,2,9.20,4.80
31,155,45,1,4.40,4.40
31,155,49,1,4.30,4.30
31,155,50,3,13.20,4.50
31,155,51,1,4.30,4.30
31,155,52,2,8.80,4.50
31,155,55,1,4.30,4.30
31,155,56,1,4.50,4.50
31,155,57,1,4.70,4.70
31,155,63,4,19.30,5.10
31,155,68,2,9.10,4.60
31,155,75,1,4.70,4.70
31,155,81,1,4.20,4.20
31,155,84,1,4.80,4.80
31,155,85,1,4.60,4.60
31,155,87,1,4.70,4.70
31,155,92,4,18.70,5.20
31,155,100,1,4.10,4.10
31,155,110,1,4.10,4.10
31,155,115,1,5.10,5.10
31,155,117,2,8.80,4.50
31,156,15,97,445.80,6.90
31,156,16,16,74.30,5.50
31,156,17,3,14.00,4.90
31,156,18,8,36.90,5.20
31,156,19,4,17.90,5.00
31,156,20,3,14.30,4.90
31,156,21,1,4.20,4.20
31,156,22,1,5.40,5.40
31,156,23,2,8.90,4.60
31,156,24,1,5.10,5.10
31,156,25,1,4.30,4.30
31,156,26,1,4.90,4.90
31,156,28,2,10.90,5.90
31,156,29,5,22.70,5.30
31,156,30,1,5.00,5.00
31,156,31,2,8.70,4.60
31,156,32,1,5.00,5.00
31,156,33,3,14.60,5.60
31,156,34,1,4.40,4.40
31,156,40,1,4.40,4.40
31,156,45,2,9.10,4.70
31,156,50,2,9.00,4.60
31,156,58,1,5.40,5.40
31,156,62,1,5.00,5.00
31,156,66,1,4.70,4.70
31,156,67,2,9.50,5.10
31,156,69,1,4.40,4.40
31,156,75,1,4.70,4.70
31,156,82,3,13.90,4.90
31,156,85,1,4.10,4.10
31,156,93,1,4.90,4.90
31,156,106,1,4.60,4.60
31,156,112,1,4.50,4.50
31,156,117,1,4.70,4.70
31,157,15,4,17.80,4.60
31,163,48,1,5.00,5.00
31,163,54,1,4.70,4.70
31,164,48,2,9.00,4.60
31,164,82,1,4.90,4.90
31,164,110,1,4.50,4.50
31,165,21,1,5.90,5.90
31,165,30,1,5.10,5.10
31,166,74,1,4.60,4.60
31,167,73,1,5.90,5.90
31,172,4,1,6.60,6.60
31,328,30,1,4.70,4.70
31,328,78,1,5.10,5.10
31,328,85,1,4.30,4.30
31,329,40,1,4.70,4.70
31,329,71,1,4.40,4.40
31,329,83,1,5.90,5.90
31,329,84,1,4.50,4.50
31,329,103,1,4.50,4.50
31,330,50,1,4.50,4.50
31,338,19,3,15.10,5.80
31,338,33,1,4.30,4.30
31,338,78,1,4.40,4.40
31,338,94,1,4.30,4.30
31,338,95,1,5.90,5.90
31,338,107,1,5.00,5.00
31,339,75,1,4.40,4.40
31,339,94,1,6.80,6.80
32,32,14,1,4.90,4.90
32,32,80,1,4.50,4.50
32,32,85,2,9.50,4.90
32,37,7,1,4.70,4.70
32,37,11,1,4.40,4.40
32,37,26,1,4.70,4.70
32,38,86,1,5.50,5.50
32,39,8,1,4.70,4.70
32,112,70,1,4.40,4.40
32,113,100,1,4.50,4.50
32,148,66,1,4.70,4.70
32,149,81,2,9.70,5.20
32,149,117,1,4.50,4.50
32,150,9,1,4.50,4.50
32,150,70,1,4.30,4.30
32,152,15,1,4.90,4.90
32,152,17,1,4.70,4.70
32,152,21,1,4.70,4.70
32,152,36,1,4.50,4.50
32,152,57,1,4.10,4.10
32,153,11,1,4.40,4.40
32,153,12,1,4.90,4.90
32,153,13,1,4.40,4.40
32,153,15,6,27.50,4.70
32,153,16,1,4.20,4.20
32,153,20,1,4.00,4.00
32,153,22,1,4.40,4.40
32,153,29,1,4.60,4.60
32,153,33,1,4.50,4.50
32,153,35,1,4.70,4.70
32,153,36,9,40.20,4.60
32,153,39,1,4.40,4.40
32,153,52,1,4.50,4.50
32,153,60,1,4.50,4.50
32,153,61,1,4.30,4.30
32,153,78,1,4.90,4.90
32,153,81,1,4.30,4.30
32,153,94,1,4.50,4.50
32,153,99,1,5.10,5.10
32,153,110,1,4.40,4.40
32,153,116,1,4.10,4.10
32,153,117,1,4.50,4.50
32,154,4,1,4.50,4.50
32,154,12,1,4.40,4.40
32,154,15,72,343.70,7.50
32,154,16,31,144.40,5.60
32,154,17,9,40.80,5.00
32,154,18,5,22.00,4.70
32,154,20,3,14.00,4.70
32,154,21,5,24.10,5.00
32,154,22,9,40.60,5.20
32,154,23,5,24.60,5.30
32,154,24,4,18.70,5.00
32,154,25,10,47.40,5.80
32,154,26,8,39.40,5.90
32,154,27,3,13.60,4.60
32,154,28,6,28.00,5.30
32,154,29,2,9.60,5.00
32,154,30,3,14.60,5.10
32,154,31,2,9.00,4.60
32,154,32,2,9.40,5.00
32,154,33,7,32.10,5.10
32,154,34,2,8.90,4.60
32,154,35,7,32.50,5.70
32,154,36,5,22.00,4.70
32,154,37,4,19.50,5.60
32,154,38,5,23.40,5.30
32,154,39,3,14.20,4.90
32,154,40,2,9.30,4.70
32,154,41,1,4.50,4.50
32,154,42,4,18.20,5.00
32,154,43,1,4.50,4.50
32,154,44,3,13.30,4.50
32,154,45,2,9.40,4.80
32,154,46,3,13.60,4.90
32,154,47,2,9.20,4.70
32,154,48,1,4.50,4.50
32,154,50,3,15.60,5.70
32,154,51,4,17.60,4.60
32,154,54,3,13.20,4.70
32,154,55,2,9.30,4.80
32,154,56,1,4.90,4.90
